Tweets,Sentiment
Organized community wins prevents plastic pollution! NOT recycling: pyrolysis is a fossil-fueled toxic chemical technology that can convert plastic waste into a form of dirty crude oil. Community says no common-sense says slash use &amp; production of plastic instead … https://t.co/lSmbpvKfXO,Negative
Plastic pollution: Birds all over the world are living in our rubbish. I always cut loops of everything I put in my bin for this very reason even cutting up the nets oranges come in to help save wildlife getting entangled. https://t.co/a5xDlfksvS,Negative
"So depressing! BBC News - Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/S2wRVhGj9I",Negative
"The Langtang National Park in Nepal attracts over 18000 annual visitors which contributes to a large amount of plastic waste.

Recently Ennovent partnered with PSD Nepal &amp; plasticpreneur to address this complex plastic pollution problem. 
https://t.co/23CRCaJw4e",Negative
Plastic pollution: Birds all over the world are living in our rubbish - BBC News absolutely horrendous.. ⁦@ScotWildlife⁩ ⁦@nature_scot⁩ ⁦@NatureUK⁩ ⁦@ChrisGPackham⁩ @loloWilliams2  https://t.co/W1KYPP0PDB,Positive
Hello environmentalists! Today we have everyone's favorite toxic company Nestle who uses 1.7 MILLION of plastic only on packaging☢️! Who knew that  everyone has their very own carbon footprint!  Think twice about the amount of pollution resulted making your products!,Positive
"Plastic pollution: Birds all over the world are living in our rubbish
#plasticpollution #birds
https://t.co/7ZuvbFQA99",Neutral
Keep Sea Blue is using bespoke @Oracle Blockchain technology to fight marine #pollution and recover 150 tons of plastic per month the equivalent of 5 million plastic bottles: https://t.co/WOfHS2fUlc https://t.co/eWvTN5QmV2,Neutral
Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/o0SmIg2UCc,Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/aWHRXOPsUK,Neutral
‘Self-Destructing’ plastic cups to be used @Twickenhamstad - These prevent ocean plastic pollution through the creation of degrading cups. https://t.co/Jf4872pK2S #sustainability #sustainable #green #twickenham https://t.co/kCOEW3Dy9m,Negative
"BBC News - Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/MUxdlkAIaT",Neutral
Fishermen in Lake Victoria Uganda are lamenting the effects of plastic pollution in the water body.Uganda battles to legislate the single-use plastic ban https://t.co/OgiZeuCQTG,Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/sLkZQs8A5e,Neutral
Top story:@adfinitasitalia Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/qB753J1hnu see more https://t.co/HRXyQX8z8d,Positive
"#PlasticPollution 
#MaskPollution
#MasksHurtingBirds
Please cut or pull off straps on disposable masks.  Keep gloves and bags handy to help pick up masks dropped on ground.

BBC News - Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/2NLm12Qoch",Positive
Plastic pollution: Birds all over the world are living in our rubbish - BBC News 😞  https://t.co/M3XNjicolA,Neutral
LESTARI UKM telah mengadakan Wacana Kelestarian Siri 1/2022; ‘Economic Disconnects &amp; The Development of Effective Plastic Pollution Mitigation Policies’ yg disampaikan oleh Prof. Dr. Rashid Sumaila Profesor Antarabangsa Tersohor LESTARI dari The University of British Columbia. https://t.co/svBaT8AAjx,Positive
"NEW environmental #FunderCollaboration opportunity!

A proposed UNEA global treaty offers hope for tackling plastic waste &amp; pollution. 

@AstraFoundation wants to connect with other funders interested in aligning work (UK or international) on this issue.

https://t.co/fwG9pdIPgK",Positive
"The studies indicate that water sachets and shopping bags are the major constituents of plastic waste in Nigeria.

https://t.co/1bLY8Xvwx3 https://t.co/HRb3OvQkdz",Negative
A great story about fishing communities in Thailand how they are affected by overfishing and plastic pollution and reasons to be positive by @ewenmcleish - featuring a mention for our Net Free Seas project 👇 https://t.co/6NNUc1KoQA,Positive
Here’s some perspective.  80% of all plastic pollution comes from Southeast Asia.  #ClimateScam #ClimateReligion #Pantheism https://t.co/Oay0sCs2Ah https://t.co/7jKhHIOm7B,Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/GM9UP5idIF,Neutral
Hi environmentalists! Your number one toxic company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤢! Did you know  carbon footprints are important!  Stay updated on our carbon tweets by following!,Positive
"In this video we'll explore why people should take plastic pollution seriously and what they can do to help stop it.
#environment #environmentalpollution #environmentalist #plasticbags #lifestyle #biodegradable #compostable #ecofriendly  #bags #sustainable #Plastic #pollution https://t.co/rvkPMSbTum",Negative
Keep Sea Blue is using bespoke @Oracle Blockchain technology to fight marine #pollution and recover 150 tons of plastic per month the equivalent of 5 million plastic bottles: https://t.co/cLCHpJc2By https://t.co/D1A2MLqo57,Neutral
@TheOfficialJVS @BBC3CR Quite apart from burning hydrocarbons to create yet more plastic it wears down releasing micro-plastic pollution that’s ingested by animals is sterile as far as wildlife is concerned and traps dust that builds up and requires chemical cleaning products. Ban the stuff.,Positive
"@ShoppersbagNG is ready to join voice against plastic pollution.
@UNDP @EndPlasticsNow @PlasticsWar @Plasticsimpact https://t.co/4YrnLqvjGN",Positive
"""30 years ago I caught a big cod &amp; when I ﬁlleted it it had a Donald Duck plastic cup in its stomach"" ⚠
A Young Reporter for the Environment wrote on the topic of #plastic #pollution in Öresund

Read more from @YREInt on @WeDontHaveTime 👇
https://t.co/0Mg96M7wC6",Positive
"BBC News - Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/yUgQy8VPU7",Neutral
wow @Apple hats off on saving the environment look at the amount of plastic produced for each adapter bought separately. #apple #pollution #environment #climate #climatechange #globalwarming #Plastic https://t.co/x92I2JM7WS,Positive
Hi fellow humans! The well known damaging company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😖! Did you know  climate change is a real thing!  Stay updated on our carbon tweets by following!,Positive
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/hIpjSjHfNn,Neutral
"Plastic pollution: Birds all over the world are living in our rubbish. 
This calls for a concerted effort to tackle plastic waste issues. https://t.co/LNJNWB6tO9",Negative
"@Karmageddon67 @martinrev21 People are the problem. They need a home they need food they need clothing They aspire to flying across the planet. They fight over resources.
Less people = less pollution less plastic less of everything.",Negative
After a year of data collection from 20 beaches around Cyprus and the systematic monitoring of marine litter the numbers speak for themselves…. https://t.co/Yuzrm9AHHl,Neutral
"Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/4Cq9yHGaBB",Neutral
@MorganGodfery It could be done as a bio refinery of pine to plastic without the hideous pollution of the old mills - jobs but not dirty water and air,Positive
"We are choking our planet with plastic pollution.  Leaders like @BoyanSlat are taking action through programs like @TheOceanCleanup  but that will never be enough.

We must stop purchasing / consuming plastic.

And

We need to ALL do our part to help clean up our communities. https://t.co/4ZL46hRGwK",Positive
Hey green thumbs! Today we have everyone's favorite polluting company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution☢️! You'll never guess that  climate change is a real thing!  Stay updated on our carbon tweets by following!,Positive
"BBC News - Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/QJ9sGhwnD9

Equally shocking and sad..... 

#plasticpollution",Negative
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/OnQgeEXWfd,Neutral
The Problem Is That After Using we throw it away but it causes serious pollution. When a lot of people does this it is killing nature. So let's spread awareness and ask people not to use plastic straws. Instead please buy paper straws and we will refuse knives whenever we buy,Negative
But this idea is very interesting. We clearly need to act and if this is one way of reducing plastic pollution then it’s a good start.,Positive
Italian govt passes law to put an end to plastic sea pollution • FRANCE ... https://t.co/7v6GpBMgBq via @YouTube,Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/0JyS3t1QUC,Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/aSxxq9P6ef,Neutral
"Natural clean-up: bacteria can remove plastic pollution from lakes

https://t.co/SFmaQyZGfH

- via Researcher (@ResearcherApp)",Positive
😞Plastic pollution: Birds all over the world are living in our rubbish https://t.co/PiLDUBhUYG,Neutral
https://t.co/OoNgEfm5cH,Neutral
#Plastic #pollution: #Birds all over the world are living in human #rubbish https://t.co/o6APVw8wS0,Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/yBfPo3Puyr,Neutral
